,address,beds,phone,price,title,address_geo,latitude,longitude,lat_rad,long_rad,parkScore,restaurantScore,serviceScore,newRestaurantScore,newParkScore,newServiceScore
167,"118 Maple Ave, Pittsburgh, PA 15218",,,,118 Maple Ave,"Maple Avenue, Perry Hilltop, Perry South, PGH, Allegheny County, Pennsylvania, 15214, USA",40.4711967,-80.0079203,0.7063556346372638,-1.3964016369082093,[10.42240982],[11.03686963],[10.68190833],79,57,72
168,"1592 Crucible St, Pittsburgh, PA 15205",,,,Crafton Heights Townhomes,"Crucible Street, Crafton Heights, PGH, Allegheny County, Pennsylvania, 15205, USA",40.4460984,-80.045764,0.7059175866656104,-1.3970621340743463,[10.33375579],[10.81909566],[10.45888356],64,46,42
169,"909 Penn Ave, Pittsburgh, PA 15222",,,,Lando Lofts,"909, Penn Avenue, Downtown, PGH, Allegheny County, Pennsylvania, 15222, USA",40.443926622223,-79.9979674058135,0.7058796819927803,-1.3962279261345523,[10.60219724],[11.20475473],[10.76256402],92,81,83
170,"1655 5th Ave, Pittsburgh, PA 15219",,,,Flats on Fifth,"Fifth Avenue, Bellefield, North Oakland, PGH, Allegheny County, Pennsylvania, 15213-3704, USA",40.4470102,-79.9485357,0.7059335005777302,-1.3953651801132294,[10.68718523],[11.31215909],[10.88005701],100,92,99
171,"5836 Penn Ave, Pittsburgh, PA 15206",,,,East Liberty Place South,"5836, Penn Avenue, East Liberty, PGH, Allegheny County, Pennsylvania, 15206, USA",40.4622815380837,-79.9274694786974,0.706200035708476,-1.3949975051905454,[10.55948558],[11.24118374],[10.86116039],94,75,97
172,"115 N Beatty St, Pittsburgh, PA 15206",,,,East Liberty Place North,"115, North Beatty Street, East Liberty, PGH, Allegheny County, Pennsylvania, 15206, USA",40.4627852040816,-79.9263158877551,0.7062088263384696,-1.394977371230381,[10.5525831],[11.23560522],[10.85913187],94,74,96
173,"2217 E Carson St, Pittsburgh, PA 15203",,,,Carson Towers,"2217, East Carson Street, South Side Flats, PGH, Allegheny County, Pennsylvania, 15203, USA",40.4282677804878,-79.9734529756098,0.7056063836474523,-1.3958000686132475,[10.70207505],[11.26719248],[10.81174158],96,94,90
174,"200 Cowan St, Pittsburgh, PA 15211",,,,Lofts of Mt. Washington,"Cowan Street, Mount Washington, PGH, Allegheny County, Pennsylvania, 15211, USA",40.4274797,-80.0095876,0.7055926290481694,-1.396430736782828,[10.57166491],[11.12330017],[10.67219698],86,77,71
175,"149 Hazelwood Ave, Pittsburgh, PA 15207",,,,Hazelwood,"149, Hazelwood Avenue, Glenwood, Hazelwood, PGH, Allegheny County, Pennsylvania, 15207, USA",40.411763,-79.942679,0.7053183208856212,-1.395262961414928,[10.72569971],[11.15756082],[10.77769991],88,97,85
176,"600 Kelly Ave, Pittsburgh, PA 15221",,,,Village Square,"Kelly Avenue, Park Place, Point Breeze South, Wilkinsburg, Allegheny County, Pennsylvania, 15221, USA",40.4412318,-79.8933535,0.7058326484722329,-1.3944020690347356,[10.62924416],[11.06916071],[10.86191281],82,84,97
177,"5601 Penn Ave, Pittsburgh, PA 15206",,,,New Pennley Place,"5601, Penn Avenue, East Liberty, PGH, Allegheny County, Pennsylvania, 15206, USA",40.4635333,-79.9296606,0.7062218830753665,-1.3950357474715864,[10.55109252],[11.2431096],[10.85791457],94,74,96
178,"41 Allegheny Ave, Pittsburgh, PA 15212",,,,The Rivers Edge of Oakmont,"Allegheny Avenue, Chateau, PGH, Allegheny County, Pennsylvania, 14233, USA",40.4486445,-80.0179887,0.7059620244936955,-1.3965773636386172,[10.49996733],[11.06889091],[10.66249277],82,67,69
179,"2829 Bedford Ave, Pittsburgh, PA 15219",,,,Christopher A. Smith Terrace Senior Living,"2829, Bedford Avenue, Bedford Dwellings, PGH, Allegheny County, Pennsylvania, 15219, USA",40.452475648225,-79.9685415434696,0.7060288906443537,-1.3957143479514127,[10.6416678],[11.29657718],[10.8534348],98,86,96
180,"4646 Friendship Ave, Pittsburgh, PA 15224",,,,Noodle Factory,"4646, Friendship Avenue, Bloomfield, PGH, Allegheny County, Pennsylvania, 15224, USA",40.4636312222222,-79.9492627407407,0.7062235921405546,-1.395377869367951,[10.57002307],[11.27494421],[10.85586461],97,76,96
181,"711 S 21st St, Pittsburgh, PA 15203",,,,The Brew House,"South 21st Street, South Side Flats, PGH, Allegheny County, Pennsylvania, 15203, USA",40.4294246,-79.9761522,0.7056265739567914,-1.3958471789661067,[10.6950173],[11.26594532],[10.80872228],96,93,89
182,"111 Tecumseh St, Pittsburgh, PA 15207",,,,Hazelwood Towers,"111, Tecumseh Street, Glenwood, Hazelwood, PGH, Allegheny County, Pennsylvania, 15207, USA",40.4087874607817,-79.9429796601662,0.7052663879292397,-1.395268208924758,[10.71549892],[11.13254273],[10.76127248],86,95,83
183,"5461 Penn Ave, Pittsburgh, PA 15206",,,,Fairmont Apartments,"5461, Penn Avenue, Friendship, PGH, Allegheny County, Pennsylvania, 15206, USA",40.464609,-79.93371,0.7062406575821302,-1.3951064228343166,[10.54673418],[11.24928092],[10.85526765],95,73,96
184,"900 Penn Ave, Pittsburgh, PA 15222",,,,900 Penn,"900, Penn Avenue, Downtown, PGH, Allegheny County, Pennsylvania, 15222, USA",40.443703,-79.998158,0.7058757790487082,-1.396231252630642,[10.60211389],[11.20391535],[10.76154045],92,81,83
185,"420 Dinwiddie St, Pittsburgh, PA 15219",,,,Ebenezer Tower,"420, Dinwiddie Street, Crawford-Roberts, PGH, Allegheny County, Pennsylvania, 15219, USA",40.4426723935555,-79.9803470033349,0.7058577915729594,-1.3959203920957741,[10.66108226],[11.27742739],[10.82394622],97,88,91
186,"1926 Pauline Ave, Pittsburgh, PA 15216",,,,Beechview Manor,"1926, Pauline Avenue, Beechview, PGH, Allegheny County, Pennsylvania, 15216, USA",40.4057394,-80.026792,0.7052131892327981,-1.3967310102086579,[10.44270304],[10.91223689],[10.4754399],70,60,44
187,"5500 Elmer St, Pittsburgh, PA 15232",,,,5500 & 5508 Elmer Street Properties,"5500, Elmer Street, Shadyside, PGH, Allegheny County, Pennsylvania, 15232, USA",40.452437,-79.934422,0.7060282161055774,-1.3951188495785907,[10.64962921],[11.2847267],[10.88216611],98,87,99
188,"809 College St, Pittsburgh, PA 15232",,,,809 College St,"809, College Street, Shadyside, PGH, Allegheny County, Pennsylvania, 15232, USA",40.4532983276133,-79.926913996568,0.7060432491083678,-1.3949878101984514,[10.63453019],[11.26142381],[10.87998417],96,85,99
189,"205 Robinson St, Pittsburgh, PA 15213",,,,205 Robinson St,"205, Robinson Street, West Oakland, PGH, Allegheny County, Pennsylvania, 15213, USA",40.4405351666667,-79.96567375,0.7058204899268877,-1.395664295513101,[10.69797951],[11.30689034],[10.85494945],99,93,96
190,"151 Robinson St, Pittsburgh, PA 15213",,,,151 Robinson St,"151, Robinson Street, West Oakland, PGH, Allegheny County, Pennsylvania, 15213, USA",40.439148,-79.96557,0.70579627930128,-1.395662484734002,[10.70218592],[11.30544008],[10.85315792],99,94,95
191,"5629 Beacon St, Pittsburgh, PA 15217",,,,Beacon Commons,"5629, Beacon Street, Squirrel Hill South, PGH, Allegheny County, Pennsylvania, 15217, USA",40.4343310810552,-79.9267283901562,0.7057122082058914,-1.3949845707554527,[10.72918467],[11.24108118],[10.86707992],94,97,97
192,"5560 Forbes Ave, Pittsburgh, PA 15217",,,,Walnut on Wightman,"5560, Forbes Avenue, Squirrel Hill, Squirrel Hill North, PGH, Allegheny County, Pennsylvania, 15217, USA",40.4378803017694,-79.9289126257741,0.7057741537932342,-1.3950226928586245,[10.72029708],[11.25942595],[10.8751016],96,96,98
193,"5326 Pocusset St, Pittsburgh, PA 15217",,,,Walnut on the Park,"Walnut on the Park, 5326, Pocusset Street, Squirrel Hill South, PGH, Allegheny County, Pennsylvania, 15217, USA",40.4297985,-79.9314630885931,0.7056330997428646,-1.3950672068322656,[10.74177875],[11.24041138],[10.85551072],94,99,96
194,"5615-5645 Hempstead Rd, Pittsburgh, PA 15217",,,,Hempstead Properties,"5615, Hempstead Road, Squirrel Hill South, PGH, Allegheny County, Pennsylvania, 15217, USA",40.431835110636,-79.9271372785379,0.705668645304044,-1.3949917072039864,[10.73537327],[11.23344936],[10.8606203],94,98,97
195,"2129-2135 Wightman, Pittsburgh, PA 15217",,,,Wightman Street Apartments,"Wightman Street, Squirrel Hill South, PGH, Allegheny County, Pennsylvania, 15217, USA",40.4357578,-79.9276271,0.7057371091489787,-1.395000256201247,[10.72600001],[11.24901217],[10.87060029],95,97,98
196,"5636 Forbes Ave, Pittsburgh, PA 15217",,,,5636 Forbes Ave,"5636, Forbes Avenue, Squirrel Hill, Squirrel Hill North, PGH, Allegheny County, Pennsylvania, 15217, USA",40.4379919996424,-79.9262552470949,0.7057761032888855,-1.3949763128512,[10.71733432],[11.25003747],[10.87465725],95,96,98
197,"106 15th St, Pittsburgh, PA 15229",,,,Laurel Ridge,"15th Street, Strip District, PGH, Allegheny County, Pennsylvania, 15219, USA",40.4493719,-79.9901086,0.7059747200186746,-1.396090764097832,[10.60963077],[11.23570027],[10.79591278],94,82,88
198,"201 Center St, Pittsburgh, PA 15221",,,,201 Center Ave,"201, Center Street, East Pittsburgh, Allegheny County, Pennsylvania, 15112, USA",40.3961916168273,-79.8440602119042,0.705046548980168,-1.3935417388583298,[10.4213027],[10.22424868],[10.55941432],20,57,55
199,"710 W North Ave, Pittsburgh, PA 15212",,,,West Park Court,"West Park Court, 710, West North Avenue, Central Northside, PGH, Allegheny County, Pennsylvania, 15233, USA",40.45435765,-80.0142269906487,0.7060617377718558,-1.3965117094249337,[10.4970405],[11.08076231],[10.68360437],83,67,72
200,"2948 Brownsville Rd, Pittsburgh, PA 15227",,,,Hillcrest Senior Residences,"Brownsville Road, Carrick, Brentwood, Allegheny County, Pennsylvania, 15210:15227, USA",40.386906,-79.982737,0.7048844843934531,-1.395962105406692,[10.52716931],[10.92386532],[10.57954416],71,71,58
201,"972 Perry Hwy, Pittsburgh, PA 15237",,,,Marlett Arms,"Perrysville Avenue, Perry North, Ross Township, Allegheny County, Pennsylvania, 15214, USA",40.4983102,-80.0203109,0.7068288544840032,-1.3966178936745068,[10.12342649],[10.67086549],[10.46957488],53,18,43
202,"25 Hawley Ave, Bellevue, PA 15202",,,,Bellevue Gables,"Bellevue Gables Apartments, 25, Hawley Avenue, Bellevue, Allegheny County, Pennsylvania, 15202, USA",40.49737095,-80.0564091,0.7068124614790039,-1.3972479261185502,[9.98162084],[10.32388171],[10.24543095],28,0,12
203,"901 Gray St, Mckees Rocks, PA 15136",,,,Meyers Ridge,"Meyers Ridge, 901, Gray Street, McKees Rocks Bottoms, McKees Rocks, Allegheny County, Pennsylvania, 15136, USA",40.46938175,-80.0654100145931,0.7063239577840047,-1.3974050217138907,[10.10015152],[10.47250725],[10.26692356],38,15,15
204,"37 Washington Ave, Bellevue, PA 15202",,,,Bellevue Apartments,"37, Washington Avenue, Bellevue, Allegheny County, Pennsylvania, 15202, USA",40.4887405416667,-80.0474748229167,0.7066618324377962,-1.3970919935671613,[10.10497741],[10.51828384],[10.35804201],42,16,28
205,"5559 Hobart St, Pittsburgh, PA 15217",,,,Hobart Court,"5559, Hobart Street, Squirrel Hill South, PGH, Allegheny County, Pennsylvania, 15217, USA",40.4326060860967,-79.9283063553079,0.7056821013642852,-1.3950121114428315,[10.73470762],[11.24081139],[10.86307351],94,98,97
